Descrição;Preço;Estrelas;TotalReviews;Url
Staright 2.4G Handwriting Pocket Mouse portátil Mini Caneta Ergonômica Mouse para PC Notebook Notebook;R$ 84,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg26_1?ie=UTF8&adId=A08365903PASDYVDY4B5Q&url=%2FStaright-Handwriting-port%25C3%25A1til-Ergon%25C3%25B4mica-Notebook%2Fdp%2FB09D9HY1YH%2Fref%3Dsr_1_618_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042171%26s%3Delectronics%26sr%3D1-618-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042171&id=762639536243269&widgetName=sp_mtf
"HD P/Desktop Seagate BarraCuda 3.5"" 2TB SATA III - ST2000DM008";R$ 439,00;4,5 de 5 estrelas;1.363;https://www.amazon.com.br/Seagate-Barracuda-Sata-7200Rpm-ST2000DM008/dp/B075QJTBVT/ref=sr_1_619?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-619&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
POTIKA Liga De Alumínio Dobrável Portátil Suporte Para Notebook 6 Alturas Ajustáveis, Suporte De Notebook Com Silicone Antideslizante, Suporte Notebook Cabe Em Laptops De 11-16 Polegadas, Prata;R$ 39,23;4,0 de 5 estrelas;78;https://www.amazon.com.br/POTIKA-Alum%C3%ADnio-Ajust%C3%A1veis-Antideslizante-Polegadas/dp/B093C92RSN/ref=sr_1_620?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-620
Suporte Splin para Notebook Macbook De Mesa Em Pé Vertical 2021 modelo Arc (P, Preto);R$ 62,20;3,8 de 5 estrelas;22;https://www.amazon.com.br/Suporte-Splin-Notebook-Macbook-Vertical/dp/B0916CYF4X/ref=sr_1_621?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-621&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
SSD 128gb Nvme M.2 2280 Key-m Ne-128 Kingspec;R$ 169,90;4,7 de 5 estrelas;12;https://www.amazon.com.br/128gb-Nvme-Key-m-Ne-128-Kingspec/dp/B07GBX5PLX/ref=sr_1_622?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-622&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Bateria Externa Carga Rápida Wireless 10000 MAH, Samsung, 5008.0, Prata;R$ 173,45;4,6 de 5 estrelas;966;https://www.amazon.com.br/Bateria-Externa-R%C3%A1pida-Wireless-Samsung/dp/B07T39C3V6/ref=sr_1_623?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-623&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
NOTEBOOK SAMSUNG S51PRO I7 QUAD CORE WIN 10 24GB 1TB+512GB SSD 15.6'';R$ 18.485,40;;em até 10x de R$ 1.848,54 sem juros;https://www.amazon.com.br/NOTEBOOK-SAMSUNG-S51PRO-QUAD-512GB/dp/B08QTWCDD7/ref=sr_1_624?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-624&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Acer 10º Ger I7 36gb 512ssd+1tb Mx250 2gb 15,6 Fhd;R$ 7.199,00;5,0 de 5 estrelas;2;https://www.amazon.com.br/Notebook-Acer-36gb-512ssd-Mx250/dp/B08SQPN64K/ref=sr_1_625?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-625&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Mesa para Notebook de Luxo - Altura Ajustável e Reclinável - Vedor NB407W - Branco - VEXTABLE W;R$ 438,90;3,9 de 5 estrelas;18;https://www.amazon.com.br/Mesa-para-Notebook-Luxo-Reclin%C3%A1vel/dp/B076HRWZXQ/ref=sr_1_626?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-626&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Combo Teclado e Mouse sem fio Logitech MK470 com Design Slim, Digitação e Clique Silencioso, Mouse Ambidestro, Conexão USB e Pilhas Inclusas;R$ 229,90;4,6 de 5 estrelas;623;https://www.amazon.com.br/Teclado-Mouse-Logitech-MK470-Wireless/dp/B07Z88XJV2/ref=sr_1_627?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-627&ufe=app_do%3Aamzn1.fos.e05b01e0-91a7-477e-a514-15a32325a6d6
Case para HD Portátil QHDC-101, Case Logic, Mochilas, Capas e Maletas para Notebook, Preto, Case Logic, Mochilas, capas e maletas para notebook, Preto;R$ 68,98;4,8 de 5 estrelas;7.620;https://www.amazon.com.br/Case-Port%C3%A1til-QHDC-101-Logic-Mochilas/dp/B003WUBIZQ/ref=sr_1_628?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-628&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"Notebook Gateway Ultra Slim Laptop, 14,1"" IPS FHD, Intel Core i3-1005G1 até 3.4GHz, 20GB de RAM, 512GB SSD, USB-C, FP Reader, Webcam, HDMI, Ethernet Mytix USB Hub, Win 10 S, Preto";R$ 5.870,25;;;https://www.amazon.com.br/Notebook-Gateway-Laptop-i3-1005G1-leitor/dp/B08N5L1HKB/ref=sr_1_629?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-629&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Core I5 ​​Metal ultrafino para jogos, notebook de escritório, de 15,6 polegadas, com alto desempenho e bateria de longa duração;R$ 3.609,02;;;https://www.amazon.com.br/ultrafino-notebook-escrit%C3%B3rio-polegadas-desempenho/dp/B09CD1BDYG/ref=sr_1_630?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042171&s=electronics&sr=1-630&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Gateway ultrafino para laptop, 14,1 polegadas IPS FHD, Intel Core i3-1005G1 até 3,4 GHz, 20 GB RAM, 512 GB SSD, USB-C, leitor FP, webcam, HDMI, cabo HDMI Mytix, Win 10 S, preto;R$ 5.778,56;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg26_1?ie=UTF8&adId=A00882503FB9NWAYTEUM3&url=%2FNotebook-Gateway-ultrafino-polegadas-i3-1005G1%2Fdp%2FB08N679M29%2Fref%3Dsr_1_631_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042171%26s%3Delectronics%26sr%3D1-631-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042171&id=762639536243269&widgetName=sp_btf
"Notebook Gateway Ultra Slim Laptop, 14,1"" IPS FHD, Intel Core i3-1005G1 até 3,4GHz, 20GB RAM, 1TB SSD, USB-C, FP Reader, Webcam, HDMI, hub USB Mytix, Win 10 S, verde";R$ 6.306,57;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg26_1?ie=UTF8&adId=A00088833N94ISSUGGG9A&url=%2FNotebook-Gateway-Laptop-i3-1005G1-Reader%2Fdp%2FB08N5JHMBF%2Fref%3Dsr_1_632_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042171%26s%3Delectronics%26sr%3D1-632-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042171&id=762639536243269&widgetName=sp_btf
amuzer SSD Mobile Solid State Drive | Disco externo portátil de 120 G | 70-500 M/S de alta velocidade | Interface Notebook SATA3 Personal PC Expansion Upgrade Hard Drive para Mac os XP Win7 Win8 Win10 Linux;R$ 185,07;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg26_1?ie=UTF8&adId=A072943516T86JL8Y6TD8&url=%2Famuzer-port%25C3%25A1til-velocidade-Interface-Expansion%2Fdp%2FB09HCBXKQX%2Fref%3Dsr_1_633_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042171%26s%3Delectronics%26sr%3D1-633-spons%26ufe%3Dapp_do%253Aamzn1.fos.fcd6d665-32ba-4479-9f21-b774e276a678%26psc%3D1&qualifier=1634042171&id=762639536243269&widgetName=sp_btf
Teclado sem fio Logitech K230 com Design Compacto, Conexão USB, Pilhas Inclusas e Layout ABNT2;R$ 89,00;4,7 de 5 estrelas;1.011;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg27_1?ie=UTF8&adId=A032310952ZDBM86JBSH&url=%2FCompacto-Resistente-Respingos-Inclusas-Logitech%2Fdp%2FB074WKL57Y%2Fref%3Dsr_1_625_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-625-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042174&id=2769839636437695&widgetName=sp_atf_next
Mesa Suporte de Notebook Leptop para Cama e Sofa;R$ 59,90;4,0 de 5 estrelas;21;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg27_1?ie=UTF8&adId=A035064737SXBUDUGXU5H&url=%2FMesa-Suporte-Notebook-Leptop-para%2Fdp%2FB08TMSQ636%2Fref%3Dsr_1_626_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-626-spons%26psc%3D1&qualifier=1634042174&id=2769839636437695&widgetName=sp_atf_next
"Daerzy Mochila para laptop Mochila para computador mochila de viagem para laptop e notebook de 15,6""";R$ 226,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg27_1?ie=UTF8&adId=A04586812P6X7COAMUKYB&url=%2FDaerzy-Mochila-computador-mochila-notebook%2Fdp%2FB09GKB6K1W%2Fref%3Dsr_1_627_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-627-spons%26ufe%3Dapp_do%253Aamzn1.fos.4bb5663b-6f7d-4772-84fa-7c7f565ec65b%26psc%3D1&qualifier=1634042174&id=2769839636437695&widgetName=sp_atf_next
Suporte Articulado para Notebook com Mousepad;R$ 138,27;4,4 de 5 estrelas;34;https://www.amazon.com.br/Suporte-Articulado-para-Notebook-Mousepad/dp/B08G8VMLCZ/ref=sr_1_628?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-628&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Bateria Para Notebook Dell Inspiron 15 3567 2200mah Nova;R$ 329,07;4,0 de 5 estrelas;1;https://www.amazon.com.br/Bateria-Para-Notebook-Inspiron-2200mah/dp/B09D88XPDB/ref=sr_1_629?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-629&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Mouse sem fio Logitech M170 com Design Ambidestro Compacto, Conexão USB e Pilha Inclusa - Preto;R$ 65,90;4,8 de 5 estrelas;23.955;https://www.amazon.com.br/Mouse-Nanoreceptor-Inclusa-Logitech-Mouses/dp/B074L9L5KZ/ref=sr_1_630?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-630&ufe=app_do%3Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9
"Fonte para Notebook Lenovo Ideapad 300-15ISK 15.6"" | 20V 3.25A";R$ 98,00;5,0 de 5 estrelas;3;https://www.amazon.com.br/Fonte-Notebook-Lenovo-Ideapad-300-15ISK/dp/B07MW9S4YL/ref=sr_1_631?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-631&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Notebook Acer Intel Core I7-10510u 12gb 1tbssd+2tb 15,6 Fhd;R$ 6.399,00;;;https://www.amazon.com.br/Notebook-Acer-Intel-I7-10510u-1tbssd/dp/B09HHP8MQJ/ref=sr_1_632?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-632&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Lenovo B330 I3-7020U 4Gb 500Gb W10P - 81G70003Br;R$ 4.993,00;;;https://www.amazon.com.br/Notebook-Lenovo-B330-I3-7020U-500Gb/dp/B08C47PF6M/ref=sr_1_633?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-633&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Placa de Vídeo VGA Asus NVIDIA GeForce GTX 1050 Ti 4GB GDDR5 - CERBERUS-GTX1050TI-O4G 90YV0A74-M0NA00;R$ 1.999,00;4,7 de 5 estrelas;1.076;https://www.amazon.com.br/ASUS-CERBERUS-GTX1050TI-O4G-gr%C3%A1fica-GeForce-velocidade/dp/B078ZT646T/ref=sr_1_634?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-634&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Adaptador USB wireless dual band AC1300 TP-Link Archer T3U;R$ 130,66;4,7 de 5 estrelas;12.863;https://www.amazon.com.br/ADAPTADOR-USB-AC1300-ARCHER-T3U/dp/B07M69276N/ref=sr_1_635?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-635&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
"Notebook Gamer Dell G15-a0500-MM15P 15.6"" FHD AMD Ryzen™ 5 16GB 512GB SSD NVIDIA RTX 3050 Windows 11";R$ 7.399,00;;;https://www.amazon.com.br/Notebook-Dell-G15-a0500-MM15P-RyzenTM-Windows/dp/B09HP9KJSG/ref=sr_1_636?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-636&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Memoria Notebook 32gb DDR4 3200Mhz NetCore;R$ 1.381,04;;em até 10x de R$ 138,14 sem juros;https://www.amazon.com.br/Memoria-Notebook-32gb-3200Mhz-NetCore/dp/B08NXRG5XY/ref=sr_1_637?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-637&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
CPU AMD Ryzen 5 3600X, 3.8GHz (4.4GHz Max) AM4 95W 100-100000022BOX;R$ 1.744,14;4,8 de 5 estrelas;10.598;https://www.amazon.com.br/8GHZ-100-100000022BOX-AMD-Ryzen-3600X/dp/B07SQBFN2D/ref=sr_1_638?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-638&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"MOCHILA NOTEBOOK 16"" ROLLING COMPACT TSB750US PRETA/CINZA, Targus";R$ 499,90;4,4 de 5 estrelas;1.470;https://www.amazon.com.br/Mochila-Compacto-Targus-Mochilas-Notebook/dp/B007GMPZ9Q/ref=sr_1_639?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-639&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Mouse Bluetooth para MacBook Pro/MacBook Air/Laptop/iMac/iPad, mouse sem fio para MacBook Pro MacBook Air/iMac/laptop/notebook/pc, Bluetooth Mouse/Black;R$ 86,15;4,6 de 5 estrelas;50;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg27_1?ie=UTF8&adId=A090605431C4VJSG6JSGC&url=%2FBluetooth-MacBook-Laptop-laptop-notebook%2Fdp%2FB07R22YVNP%2Fref%3Dsr_1_640_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-640-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1%26smid%3DAFE0371V6RLJI&qualifier=1634042174&id=2769839636437695&widgetName=sp_mtf
Domary Bolsa para laptop de estilo simples capa de bolsa protetora durável para computador notebook bolsa bolsa para laptop de 13,3 polegadas smartphone tablet;R$ 89,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg27_1?ie=UTF8&adId=A0756640H6O0REWMO9HS&url=%2FDomary-protetora-computador-polegadas-smartphone%2Fdp%2FB09G6ZK8X7%2Fref%3Dsr_1_641_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-641-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042174&id=2769839636437695&widgetName=sp_mtf
Staright 2.4G Handwriting Pocket Mouse portátil Mini Caneta Ergonômica Mouse para PC Notebook Notebook;R$ 84,99;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg27_1?ie=UTF8&adId=A0835998QKS9S9T70OEW&url=%2FStaright-Handwriting-port%25C3%25A1til-Ergon%25C3%25B4mica-Notebook%2Fdp%2FB09D9KTRN7%2Fref%3Dsr_1_642_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-642-spons%26ufe%3Dapp_do%253Aamzn1.fos.6d798eae-cadf-45de-946a-f477d47705b9%26psc%3D1&qualifier=1634042174&id=2769839636437695&widgetName=sp_mtf
Fones de Ouvido Philips com Microfone - Branco;R$ 49,90;4,3 de 5 estrelas;7.031;https://www.amazon.com.br/Fones-Ouvido-Philips-com-Microfone/dp/B084S6N81P/ref=sr_1_643?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-643
Mochila Ikonn I Samsonite, Preto, Adulto-unissex;R$ 399,00;4,1 de 5 estrelas;49;https://www.amazon.com.br/Mochila-Samsonite-Notebook-Business-31R209001/dp/B00H94O78Q/ref=sr_1_644?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-644&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Mochila para Notebook C3Tech 15.6"" London Contém Bolso Frontal com Zíper Vertical Alças para Mão e Costas e Alça Lateral Estilo Maleta Confeccionada em Poliéster Cinza - MC-30GY";R$ 142,00;3,5 de 5 estrelas;7;https://www.amazon.com.br/MOCHILA-NOTEBOOK-MODELO-LONDON-MC-30GY/dp/B088GD4821/ref=sr_1_645?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-645&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Headset Gamer Led Rgb Som Surround 7.1 com Microfone Estéreo Para Pc Notebook Xbox One Series X e S Ps4 Ps5;R$ 119,99;4,7 de 5 estrelas;8;https://www.amazon.com.br/Headset-Gamer-Fone-Ouvido-Microfone/dp/B07WX5MYKM/ref=sr_1_646?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-646&ufe=app_do%3Aamzn1.fos.6121c6c4-c969-43ae-92f7-cc248fc6181d
Mochila Masculina Couro Reforçada Bolsa Notebook Impermeável Executiva;R$ 120,00;4,8 de 5 estrelas;52;https://www.amazon.com.br/Masculina-Refor%C3%A7ada-Notebook-Imperme%C3%A1vel-Executiva/dp/B07Y159X8V/ref=sr_1_647?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-647&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Câmera webcam Ultra HD Logitech 4K PRO Webcam;R$ 1.103,83;4,6 de 5 estrelas;174;https://www.amazon.com.br/Webcam-HD-4K-Logitech-BRIO/dp/B06X92Z67Z/ref=sr_1_648?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-648&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Suporte para Notebook, Kensington, Easy Riser Go, 17"", Preto";R$ 173,64;5,0 de 5 estrelas;10;https://www.amazon.com.br/Suporte-Notebook-Kensington-Riser-Preto/dp/B07TWVM7L8/ref=sr_1_649?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-649&ufe=app_do%3Aamzn1.fos.db68964d-7c0e-4bb2-a95c-e5cb9e32eb12
Notebook Acer Aspire 5 I3-1005g1 4gb 512 Ssd Tela 14 Hd;R$ 3.899,00;5,0 de 5 estrelas;1;https://www.amazon.com.br/Notebook-Acer-Aspire-I3-1005g1-Tela/dp/B08WJKJ4LR/ref=sr_1_650?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-650&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Pasta Multilaser Para Notebook 14Pol Casual Chumbo - BO101;R$ 142,90;4,7 de 5 estrelas;40;https://www.amazon.com.br/Multilaser-Notebook-Atrio-Mochilas-Maletas/dp/B0754C91L2/ref=sr_1_651?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-651&ufe=app_do%3Aamzn1.fos.6a09f7ec-d911-4889-ad70-de8dd83c8a74
Multifuncional Epson Ecotank L4260 - Tanque de Tinta Colorida, Wi-Fi Direct, Frente e Verso Automático, Bivolt;R$ 1.572,50;5,0 de 5 estrelas;1;https://www.amazon.com.br/Multifuncional-Epson-Ecotank-L4260-Autom%C3%A1tico/dp/B098YX5SP2/ref=sr_1_652?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-652&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Redmi note 10 128GB 4GB RAM - Peeble White;R$ 1.709,99;4,6 de 5 estrelas;862;https://www.amazon.com.br/Redmi-note-128GB-4GB-RAM/dp/B091R4JDMG/ref=sr_1_653?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-653&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
"Notebook Gamer Dell G15-a0700-MM20P 15.6"" FHD AMD Ryzen™ 7 16GB 512GB SSD NVIDIA RTX 3060 Windows 11";R$ 9.499,00;2,0 de 5 estrelas;1;https://www.amazon.com.br/Notebook-Dell-G15-a0700-MM20P-RyzenTM-Windows/dp/B09HP88W42/ref=sr_1_654?__mk_pt_BR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=notebook&qid=1634042174&s=electronics&sr=1-654&ufe=app_do%3Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147
Notebook Gateway ultrafino para laptop, 14,1 polegadas IPS FHD, Intel Core i3-1005G1 até 3,4 GHz, 12 GB RAM, 512 GB SSD, USB-C, leitor FP, webcam, HDMI, cabo HDMI Mytix, Win 10 S, verde;R$ 5.359,08;;;https://www.amazon.com.br/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg27_1?ie=UTF8&adId=A000956316YDH0BBHI1AQ&url=%2FNotebook-Gateway-ultrafino-polegadas-i3-1005G1%2Fdp%2FB08N5G93Z9%2Fref%3Dsr_1_655_sspa%3F__mk_pt_BR%3D%25C3%2585M%25C3%2585%25C5%25BD%25C3%2595%25C3%2591%26dchild%3D1%26keywords%3Dnotebook%26qid%3D1634042174%26s%3Delectronics%26sr%3D1-655-spons%26ufe%3Dapp_do%253Aamzn1.fos.25548f35-0de7-44b3-b28e-0f56f3f96147%26psc%3D1&qualifier=1634042174&id=2769839636437695&widgetName=sp_btf
