Descrição;TotalReviews;Preço;Url;Loja;Modelo;Categoria
"Smartphone LG K40s 32GB Dual Chip Android 9 Tela 6.1"" Octa Core 2.0GHz 4G Câmera 13+5MP - Preto";441;1999.99;https://www.americanas.com.br/produto/1214329506?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef6332e79bf8430cb86292d&buyboxToken=smartbuybox-acom-v2-9f954fdf-cdc5-474d-acd9-d8039550a4bf-2021-10-15 11:37:57-0300;Americanas;Lg;Smartphone
Smartphone Xiaomi Redmi Note 9, 6,5, 64 gb, Octa-Core, Câmera Quádrupla, Cinza;1;2089.0;https://www.americanas.com.br/produto/2487569249?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61119958549cd5594f8a03a7&buyboxToken=smartbuybox-acom-v2-9647ae7d-0ef9-4842-9254-fe4f4f55ca83-2021-10-15 11:37:57-0300;Americanas;Xiaomi ;Smartphone
Smartphone Motorola Moto G30 Dark Prism 128GB 4GB ram Tela de 6.5 Câmera Quádrupla + Selfie 13MP Android 11 e Processador Qualcomm 662 Octa-Core;0;1802.8;https://www.americanas.com.br/produto/3848311261?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613227bc09c351890d5b9cd0&buyboxToken=smartbuybox-acom-v2-0b5982c0-797e-44b5-bf94-23d47e37e5b8-2021-10-15 11:38:30-0300;Americanas;Moto;Smartphone
Smartphone Zenfone Asus Max Shot 64 GB Dual Chip Android Oreo Tela 6,2” Qualcomm QSP SIP1 4G Câmera tripla 12MP+5MP+8MP - Preto;73;1085.0;https://www.americanas.com.br/produto/134219180?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154b8ea09c351890d632a9d&buyboxToken=smartbuybox-acom-v2-6a64cb48-e7ac-48d0-b2f7-adad996a5bbd-2021-10-15 11:29:35-0300;Americanas;Asus;Smartphone
Celular Xiaomi Redmi 9a 32gb 2gb Ram Versão Global Cinza;5;891.0;https://www.americanas.com.br/produto/2117022035?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=607f2d070c07044266e44dfb;Americanas;Xiaomi ;Smartphone
"Smartphone LG K8+ 16GB Dual Chip Android 7.0 Pie Tela 5.4"" 4G Câmera 8MP - Azul";66;749.0;https://www.americanas.com.br/produto/1774767897?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f2020b079bf8430cbe541d1;Americanas;Lg;Smartphone
Smartphone LG K22+ 64GB 4G Wi-Fi Tela 6.2'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP - Azul;26;1098.99;https://www.americanas.com.br/produto/1965288389?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ff741cc0c07044266d66d7b&buyboxToken=smartbuybox-acom-v2-4be44c56-bac4-401e-9806-03bc4a317789-2021-10-15 11:38:30-0300;Americanas;Lg;Smartphone
Smartphone Samsung Galaxy A52s 5G, 128GB, 6GB ram, Bateria de 4500mAh, Tela Infinita de 6.5;1;2799.0;https://www.americanas.com.br/produto/3941730486?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6148aeae09c351890d678629;Americanas;Samsung;Smartphone
Smartphone Xiaomi Redmi Note 8;3;1919.99;https://www.americanas.com.br/produto/1822922899?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f04f9d079bf8430cbea06f0&buyboxToken=smartbuybox-acom-v2-72c26ed4-cce6-4d02-8454-734ac5a86da0-2021-10-15 11:38:30-0300;Americanas;Xiaomi ;Smartphone
Smartphone Xiaomi Poco X3 pro Tela 6,67 6GB/128GB Preto;0;2061.0;https://www.americanas.com.br/produto/3941553918?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61489de809c351890d47bfc8;Americanas;Xiaomi ;Smartphone
Smartphone Xiaomi Redmi 9t 64gb 4gb Ram Dual Sim;1;1485.0;https://www.americanas.com.br/produto/3163641890?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6129595109c351890d3fb681;Americanas;Xiaomi ;Smartphone
Smartphone Xiaomi Redmi Note 10 6GB ram 128GB Versão Global - Cinza;0;1971.0;https://www.americanas.com.br/produto/3513038231?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610192d952131c3c81f220f7;Americanas;Xiaomi ;Smartphone
Smartphone Xiaomi Poco X3 Pro 128GB 6GB ram Câmera Quádrupla, Selfie 20MP, Tela 6.6 Metal Bronze;0;2099.18;https://www.americanas.com.br/produto/3623760364?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6166bf0609c351890d393f7c&buyboxToken=smartbuybox-acom-v2-0c711289-8789-482a-a2e2-770e20cfab29-2021-10-15 11:35:00-0300;Americanas;Xiaomi ;Smartphone
Smartphone Samsung Galaxy A32 5G 65 128Gb - 4Gb - Violeta;0;2699.9;https://www.americanas.com.br/produto/3379984015?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60bf858352131c3c817b1ee6;Americanas;Samsung;Smartphone
Smartphone Motorola Moto E6s 32GB 4G Wi-Fi Tela 6.1'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho Magenta;29;1400.0;https://www.americanas.com.br/produto/1650734129?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d2795552131c3c81ba15f8&buyboxToken=smartbuybox-acom-v2-25eed49d-caca-458d-8e04-e7e22fe3dec6-2021-10-15 11:38:30-0300;Americanas;Moto;Smartphone
Smartphone Samsung Galaxy A10s 4G 32GB Tela 6.2 Dual Chip Android 9.0;0;934.92;https://www.americanas.com.br/produto/3160572622?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6117137b549cd5594f5b6033;Americanas;Samsung;Smartphone
Smartphone Xiaomi Redmi Note 10 5G 6GB ram 128GB Versão Global;0;1971.0;https://www.americanas.com.br/produto/4031170512?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154ad7909c351890d3aca3e;Americanas;Xiaomi ;Smartphone
Smartphone LG K71 128GB 4G Wi-Fi Tela 6.8'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 32MP - Titânio;1;1842.05;https://www.americanas.com.br/produto/2268000538?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=600701bb0c070442662e40fe&buyboxToken=smartbuybox-acom-v2-d576773e-def9-4dcb-a690-525d585cfe0d-2021-10-15 11:38:30-0300;Americanas;Lg;Smartphone
Smartphone Motorola One 64GB Dual Chip Android Oreo 8.1 Tela 5.9 2.0 Octa-Core 4G Câmera 13 + 2MP Branco;0;1299.0;https://www.americanas.com.br/produto/4083116411?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615ef6ba09c351890d7e1f48;Americanas;Moto;Smartphone
Celular Para Idosos Samsung Keystone 2 Dual Sim Antena Rural;8;159.9;https://www.americanas.com.br/produto/1793821449?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61662f0509c351890d6ecaa9&buyboxToken=smartbuybox-acom-v2-5705b5bf-1ab4-4d4c-b30d-d2794147a29f-2021-10-15 11:38:30-0300;Americanas;Samsung;Smartphone
Smartphone Xiaomi Redmi Note 9 Dual 128 Gb - Verde;0;1715.1;https://www.americanas.com.br/produto/3814878699?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6160b56409c351890d3681a2&buyboxToken=smartbuybox-acom-v2-66720c71-c810-4110-8d8c-d70778fa1660-2021-10-15 11:38:30-0300;Americanas;Xiaomi ;Smartphone
Celular Samsung Metro B350e Dual Chip;19;269.9;https://www.americanas.com.br/produto/2609772730?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615e0fee09c351890d0df624;Americanas;Samsung;Smartphone
Smartphone Samsung Galaxy S20 fe - 128GB;2;2304.91;https://www.americanas.com.br/produto/3391481023?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611e506109c351890d5dd58d;Americanas;Samsung;Smartphone
"Smartphone LG K11+ 32GB  Dual Chip Android 7.0 Tela 5.3"" Octa Core 1.5 Ghz 4G Câmera 13MP - Azul";78;1019.9;https://www.americanas.com.br/produto/133682501?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5cfa9f36f216c95bdeebf108&buyboxToken=smartbuybox-acom-v2-33a83ede-1e41-489c-a02a-36e39421cee3-2021-10-15 11:38:30-0300;Americanas;Lg;Smartphone
Smartphone Samsung A32 128GB 4G Tela 6.4 Câmera Quádrupla 64MP Selfie 20MP Dual Chip Android 11.0;1;1496.7;https://www.americanas.com.br/produto/3119367213?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606c3b290c07044266ba34fb;Americanas;Samsung;Smartphone
"Smartphone Samsung Galaxy J2 Core 16GB Dual Chip Android Go 8.1 Tela 5"" Quad-Core 4G Câmera 8MP - Violeta";38;1500.0;https://www.americanas.com.br/produto/1713879406?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6088d91252131c3c81b2025d&buyboxToken=smartbuybox-acom-v2-20963711-04e9-47b4-9b2b-42060c74f8a6-2021-10-15 11:38:30-0300;Americanas;Samsung;Smartphone
Reembalado: Smartphone Motorola Moto G7 Plus Rubi XT1965 64GB Dual Chip Azul - Excelente;0;960.31;https://www.americanas.com.br/produto/2745645680?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611ee46309c351890d7f67c4;Americanas;Moto;Smartphone
Smartphone xiaomi redmi 9C tela 6,53 2GB/32GB;2;1199.99;https://www.americanas.com.br/produto/2534885341?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fd9212c0c070442661d28e8&buyboxToken=smartbuybox-acom-v2-1883707c-d294-4827-ba64-fe7f0835ee0e-2021-10-15 11:38:30-0300;Americanas;Xiaomi ;Smartphone
Smartphone Motorola G20 64GB 4GB ram Tela 6,5 Câmera Quádrupla Traseira 48MP + 8MP + 2MP + 2MP Frontal de 13MP Bateria de 5000mAh Grafite;0;1309.0;https://www.americanas.com.br/produto/3844346925?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154fbad09c351890ddb0073&buyboxToken=smartbuybox-acom-v2-71a6f3b3-2c56-4e66-9c96-742d6912f46a-2021-10-15 11:38:30-0300;Americanas;Moto;Smartphone
Smartphone Motorola Moto G8 Power 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ram Câmera Tripla + Selfie 16MP - Preto Titanium;0;850.0;https://www.americanas.com.br/produto/4085337120?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615f33de09c351890d649957;Americanas;Moto;Smartphone
Usado: Celular Samsung Galaxy A80 128GB Preto Bom - Trocafone;0;1313.1;https://www.americanas.com.br/produto/2429731834?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610c040a52131c3c81a8be15;Americanas;Samsung;Smartphone
Smartphone Xiaomi Redmi Note 10S 64GB, 6GB ram, Tela de 6.43, Câmera Traseira Quádrupla, Android 11- Branco;0;1709.91;https://www.americanas.com.br/produto/3924558055?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61438a6c09c351890d6dced7;Americanas;Xiaomi ;Smartphone
Celular LG G360 Design Flip Dual Sim Tela 3.0'' Preto;14;280.0;https://www.americanas.com.br/produto/2467380596?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6047a7950c07044266bbed14&buyboxToken=smartbuybox-acom-v2-ac40e870-739a-4545-9f42-f7201984867e-2021-10-15 11:38:37-0300;Americanas;Lg;Smartphone
Smartphone Samsung A32 128GB 4G Tela 6.4 Câmera Quádrupla 64MP Selfie 20MP Dual Chip Android 11.0;0;1729.9;https://www.americanas.com.br/produto/3119893328?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613947a009c351890dadf93e&buyboxToken=smartbuybox-acom-v2-2cf50aac-18ea-4ea3-8758-b6a2675e93ca-2021-10-15 11:38:37-0300;Americanas;Samsung;Smartphone
Smartphone Samsung Galaxy A01 Android 10.0 Tela 5.7 Octa-Core 32GB 4G Câmera 13MP - Vermelho;1;749.0;https://www.americanas.com.br/produto/3924376999?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143839209c351890d437bfa;Americanas;Samsung;Smartphone
Smartphone Samsung Galaxy Xcover Pro 64GB 4G Wi-Fi Tela 6.3'' 4GB RAM Câmera Dupla + Selfie 13MP - Preto;18;2138.93;https://www.americanas.com.br/produto/2098826715?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61254e8109c351890d474cca&buyboxToken=smartbuybox-acom-v2-56d2f442-18c7-416a-9ee9-28b834833144-2021-10-15 11:38:37-0300;Americanas;Samsung;Smartphone
"Smartphone Samsung Galaxy A21s Dual Chip Android 10 Tela 6.5"" Octa-Core 32GB 4G Câmera Quádrupla 48MP+8MP+2MP+2MP - Preto";3;1598.0;https://www.americanas.com.br/produto/2890780984?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60246a320c07044266abf978;Americanas;Samsung;Smartphone
Celular Samsung SM-B310E para idoso Radio Fm Dual Sim Desbloqueado 2 chips;7;229.9;https://www.americanas.com.br/produto/2867414505?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6112b483549cd5594facaa2d&buyboxToken=smartbuybox-acom-v2-5cc665b7-f78d-408f-b0e4-673453771877-2021-10-15 11:38:37-0300;Americanas;Samsung;Smartphone
"Smartphone LG K8+ 16GB Dual Chip Android 7.0 Pie Tela 5.4"" 4G Câmera 8MP - Preto";75;899.0;https://www.americanas.com.br/produto/1774768099?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef0b2b979bf8430cb14fd6c;Americanas;Lg;Smartphone
Smartphone Xiaomi Poco M3 Pro 64gb 4gb Ram 5g Global Preto;0;1728.37;https://www.americanas.com.br/produto/3623785001?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6101405452131c3c8138b3f7;Americanas;Xiaomi ;Smartphone
"Smartphone LG K8 Dual Chip Android Tela 5"" Quadcore 16GB 4G Wi-Fi Câmera 13MP - Indigo";23;1049.4;https://www.americanas.com.br/produto/131475778?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e2f54b91729c3bbf11ec954;Americanas;Lg;Smartphone
Celular Para Idosos Samsung Sm-b350e Bluetooth Camera;4;230.0;https://www.americanas.com.br/produto/2663495681?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604818150c07044266766445&buyboxToken=smartbuybox-acom-v2-b7c607d7-e3dc-4b4b-8948-e5c6f3744e4c-2021-10-15 11:38:37-0300;Americanas;Samsung;Smartphone
Smartphone Xiaomi Redmi 9c Cinza Xiaomi;1;1299.99;https://www.americanas.com.br/produto/2478681642?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614b79bc09c351890ddf5023&buyboxToken=smartbuybox-acom-v2-16d53fb7-8aad-4452-ada7-1de49109e945-2021-10-15 11:38:37-0300;Americanas;Xiaomi ;Smartphone
Smartphone Xiaomi Poco X3 Pro 256gb 8gb Ram Global Azul;0;2359.66;https://www.americanas.com.br/produto/3623815337?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615d746a09c351890d9853de;Americanas;Xiaomi ;Smartphone
"Smartphone Moto Z Power & Camera Edition Dual Chip Android 6.0 Tela 5,5"" 64GB Câmera 13MP - Branco";3;3569.99;https://www.americanas.com.br/produto/128932536?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5c1b9a9e172743a0f54f7f15&buyboxToken=smartbuybox-acom-v2-e8cce1f2-64d0-4848-8b5f-89825b3e5a3f-2021-10-15 11:38:37-0300;Americanas;Moto;Smartphone
"Celular Asus Zenfone Live L2 Dourado Rose 32GB 2GB RAM Tela 5.5"" OctaCore Câmera 13MP";22;1598.0;https://www.americanas.com.br/produto/1536997398?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f119c9f79bf8430cb6bb075;Americanas;Asus;Smartphone
Smartphone LG  L20 D100 Android 4.4 4GB 3G Wi-Fi Câmera 2MP - Preto e Vermelho;2;275.0;https://www.americanas.com.br/produto/120207111?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614351cf09c351890d1c5c7e;Americanas;Lg;Smartphone
Smartphone Motorola Moto G60 128GB 6GB ram 4G Wi-Fi Dual Chip Câmera Tripla + Selfie 32MP 6.8 Azul;0;2259.0;https://www.americanas.com.br/produto/4102299841?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6160b97109c351890d524879;Americanas;Moto;Smartphone
Smartphone Samsung Galaxy A32 128gb 5g Violeta;0;1889.05;https://www.americanas.com.br/produto/3663862314?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6145610609c351890dbac9ab;Americanas;Samsung;Smartphone
Smartphone Samsung Galaxy A32 128gb 5g Preto;1;1889.05;https://www.americanas.com.br/produto/3662467241?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615c869c09c351890d63dd2c&buyboxToken=smartbuybox-acom-v2-6203faa8-c5a6-4348-b36a-61102b67fc72-2021-10-15 11:38:37-0300;Americanas;Samsung;Smartphone
Smartphone Samsung Galaxy Note20 5G;1;3375.9;https://www.americanas.com.br/produto/3087560368?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60634c6e0c0704426634fb34;Americanas;Samsung;Smartphone
Reembalado: Smartphone LG K12 Plus 32GB 3GB ram Câmera Traseira 16MP Tela 5.7 Preto - Excelente;0;648.81;https://www.americanas.com.br/produto/2974903620?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615abd1009c351890d5b67e1;Americanas;Lg;Smartphone
Smartphone Xiaomi Redmi Note 10 5G 4GB ram 64GB Versão Global;0;1611.0;https://www.americanas.com.br/produto/4031143320?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154abbf09c351890d340218;Americanas;Xiaomi ;Smartphone
Samsung Smart TV LED 40'' Tizen FHD 40T5300 2020 com WIFI HDR para Brilho e Contraste e Plataforma Tizen;656;2199.99;https://www.americanas.com.br/produto/1704351001?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f03756c79bf8430cbb803f5;Americanas;Samsung;Televisão
Smart TV LED 43'' Full HD Philco PTV43E10N5SF Processador Quad Core Wi-Fi 2 HDMI 1 USB e Mídiacast;210;1899.99;https://www.americanas.com.br/produto/2680750728?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602417010c07044266314653&buyboxToken=smartbuybox-acom-v2-e972c740-a762-41c7-991b-535c5df146c5-2021-10-15 11:21:16-0300;Americanas;Philco;Televisão
Smart TV LED 32'' Samsung Tizen HD 32T4300 2020 - WIFI, HDR para Brilho e Contraste com Plataforma Tizen 2 HDMI 1 USB - Preta;839;1599.99;https://www.americanas.com.br/produto/1618074503?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5eb0ac4e79bf8430cbf2d99b&buyboxToken=smartbuybox-acom-v2-1762c9f4-78ce-4b7c-abdc-6876f4761f32-2021-10-15 11:13:18-0300;Americanas;Samsung;Televisão
"Smart TV LG 32"" HD 32LM627B Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial";56;1599.99;https://www.americanas.com.br/produto/3397039818?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d32652131c3c81fed98b&buyboxToken=smartbuybox-acom-v2-0f288d50-4b73-4cfa-904b-47e53f30ea2a-2021-10-15 11:21:16-0300;Americanas;Lg;Televisão
"Smart TV LED 32"" Philco PTV32G52S HD e Áudio Dolby Conversor Digital Integrado 2 HDMI 1 USB Wi-Fi com Netflix";0;1399.99;https://www.americanas.com.br/produto/1322119303?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fad957cc5c9bbe5fccfe1a7&buyboxToken=smartbuybox-acom-v2-5c3b1f97-ed25-441e-9682-3862e828c1a5-2021-10-15 11:21:16-0300;Americanas;Philco;Televisão
Smart TV LED 43'' Samsung 43T5300 Full HD 2 HDMI 1 USB WiFi HDR para Brilho e Contraste com Plataforma Tizen - Preta;356;2199.99;https://www.americanas.com.br/produto/1618074407?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5eb0acc379bf8430cbf3e907&buyboxToken=smartbuybox-acom-v2-747d072a-5fb9-47bf-9b1e-c171d7de2a29-2021-10-15 11:21:16-0300;Americanas;Samsung;Televisão
"Samsung Smart TV 32"" LH32BETBLGGXZD LED 2 HDMI 1 USB";14;1673.0;https://www.americanas.com.br/produto/1943745999?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60db8a6852131c3c81b2e786&buyboxToken=smartbuybox-acom-v2-64cfb441-adee-439f-a86d-bedcbb81d84b-2021-10-15 11:14:15-0300;Americanas;Lg;Televisão
"Smart TV LG 43"" Full HD 43LM6370 Wi-Fi Bluetooth HDR Thinqai Compatível Com Inteligência Artificial";26;2389.99;https://www.americanas.com.br/produto/3397039527?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d9d3ad52131c3c81ffa096&buyboxToken=smartbuybox-acom-v2-5049725e-1433-448e-8c6c-fc552d362047-2021-10-15 11:21:16-0300;Americanas;Lg;Televisão
Smart TV 40'' Philco PTV40G60SNBL FHD com Tela Infinita Audio Dolby Loja de Aplicativos e Processador Quadcore;316;1699.99;https://www.americanas.com.br/produto/1508411046?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e84f47079bf8430cbbfa8e6&buyboxToken=smartbuybox-acom-v2-fba0ae48-d0e0-4a39-b292-c3eaaf2c9190-2021-10-15 11:21:16-0300;Americanas;Philco;Televisão
"Smart TV LED 43"" Full HD LG 43LM 631 PRO 3 HDMI 2 USB Wi-Fi ThinQ Al Conversor Digital";8;1996.65;https://www.americanas.com.br/produto/3787572503?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613fb02809c351890db2ba72&buyboxToken=smartbuybox-acom-v2-1713c567-208e-4ffb-8d99-b20bc3ee4c56-2021-10-15 11:21:16-0300;Americanas;Lg;Televisão
"Smart TV Philco 42"" Roku LED Full HD - 42G52RCF com App Mobile 3 Hdmi 2 Usb Wifi Dolby Audio";9;1799.99;https://www.americanas.com.br/produto/3280822551?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6136384b09c351890db9fb8c;Americanas;Philco;Televisão
"Smart TV LED 39"" HD Philco PTV39G60S Processador Quad Core GPU Triple Core HDR Mídia Cast Wi-Fi 2 HDMI 1 USB";86;1599.99;https://www.americanas.com.br/produto/1695817622?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ef1060d79bf8430cbebf2d7&buyboxToken=smartbuybox-acom-v2-70ee1588-704a-4988-b67f-1dbdc70820fa-2021-10-15 11:21:16-0300;Americanas;Philco;Televisão
Smart TV LED 42'' Philco Full HD - PTV42G70N5CF com Midiacast;0;1699.99;https://www.americanas.com.br/produto/2638610289?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=601460f30c0704426613ce86&buyboxToken=smartbuybox-acom-v2-63a3efbc-8e1c-43f8-9e82-213aaaf3e2d3-2021-10-15 11:21:16-0300;Americanas;Philco;Televisão
Smart TV Led 43'' LG 43LM6300 FHD Thinq AI Conversor Digital Integrado 3 HDMI 2 USB Wi-Fi;853;2799.9;https://www.americanas.com.br/produto/134444740?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60cca96752131c3c81665f77&buyboxToken=smartbuybox-acom-v2-d91b7c3c-53d9-4083-b7fb-ac99105c6b5c-2021-10-15 11:13:22-0300;Americanas;Lg;Televisão
"Samsung Smart Tv 50"" Uhd 4k 50au7700, Processador Crystal 4k, Tela Sem Limites, Visual Livre De Cabos, Alexa Built In.";94;3099.99;https://www.americanas.com.br/produto/3069506106?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb2152131c3c81e23044&buyboxToken=smartbuybox-acom-v2-0da7ea72-082c-45d2-8ece-792d7ca468a4-2021-10-15 11:21:16-0300;Americanas;Samsung;Televisão
"Smart TV Philco 39"" Led HD PTV39G65N5CH - 2 Hdmi 1 Usb Wi-Fi Midia Cast";5;1499.99;https://www.americanas.com.br/produto/3456311405?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6136389b09c351890dba9de3;Americanas;Philco;Televisão
Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;282;2339.99;https://www.americanas.com.br/produto/1441079498?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e222edd1729c3bbf132061b&buyboxToken=smartbuybox-acom-v2-3862bf48-c1f4-4870-81ae-18eef37f2740-2021-10-15 11:21:16-0300;Americanas;Philco;Televisão
"Samsung Smart Tv 60"" Crystal Uhd 4k 60au8000, Painel Dynamic Crystal Color, Design Slim, Tela Sem Limites.";57;3599.99;https://www.americanas.com.br/produto/3069509067?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608acb6252131c3c81e2ab21&buyboxToken=smartbuybox-acom-v2-26e135ae-3806-4e55-b66f-f4ae96c4690b-2021-10-15 11:21:16-0300;Americanas;Samsung;Televisão
"Smart TV Philips 50"" UHD 4K 50PUG7625 Wi-Fi HDR10+ Dolby Vision e Dolby Atmos com Bluetooth Bordas Ultrafinas";112;2499.99;https://www.americanas.com.br/produto/2742387144?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6012d1b30c07044266c7eb4c&buyboxToken=smartbuybox-acom-v2-258781bc-ecdf-4145-b388-320ad545b097-2021-10-15 11:21:16-0300;Americanas;Philips;Televisão
"Smart TV LED LG 24"" Monitor Wi-Fi Webos 3.5 DTV Machine Ready";0;1148.99;https://www.americanas.com.br/produto/1708933455?pfm_carac=smart-tv&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ec52b7d79bf8430cbc05c97&buyboxToken=smartbuybox-acom-v2-a15a328b-b6c5-43ac-8437-8c28996a68e9-2021-10-15 11:21:16-0300;Americanas;Lg;Televisão
