descricao,avaliacao,preco,url
Smartphone Tecno CAMON 16 (128GB / 6GB RAM),0.0,"1.499,00",https://www.americanas.com.br/produto/2892484901?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60248d100c07044266d0e7f8
Celular Xiaomi Redmi 9a 32gb 2gb Ram Versão Global Cinza,1.0,"891,00",https://www.americanas.com.br/produto/1951947793?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6133643c09c351890d546a05
"Celular Smartphone idoso F31 Dual Chip 32GB Tela 6.26 ips, leitor digital, capa silicone e película",0.0,"746,10",https://www.americanas.com.br/produto/3912785322?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6140a37409c351890d5c72e0
"Smartphone Nokia 5.4 128GB 4GB RAM Câmera Quádrupla 48.0MP Tela 6,39"" - Roxo",0.0,"1.718,99",https://www.americanas.com.br/produto/3306783061?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e7485952131c3c81b747f7&buyboxToken=smartbuybox-acom-v2-891f70ae-73f0-4773-b5a9-9eaca14295d9-2021-10-12 17:22:02-0300
Smartphone Galaxy A12 Vermelho Samsung,0.0,"1.357,25",https://www.americanas.com.br/produto/2989269967?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=604801f10c07044266501522
Celular lg B220,0.0,"144,99",https://www.americanas.com.br/produto/2476330831?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60c2d52652131c3c81f45330&buyboxToken=smartbuybox-acom-v2-cce2afca-21f0-425d-900d-537f41ab6b03-2021-10-12 17:22:02-0300
Celular Para Idoso Vita Dual Chip Bluetooth Teclas Grandes,1.0,"179,00",https://www.americanas.com.br/produto/2084406470?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60c4c9d652131c3c81ef4066
Smartphone Caterpillar Catphone Cat S42 Dual 3gb Ram 32gb,0.0,"1.777,39",https://www.americanas.com.br/produto/3643933381?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614bc40509c351890de60613
"Smartphone Positivo S431 Twist Mini 8gb Cinza Dual Sim 3g 4""",1.0,"459,70",https://www.americanas.com.br/produto/2982277366?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e1d37352131c3c8150d3c2
Celular Multilaser Vita com Base Preto - P9121,3.0,"154,90",https://www.americanas.com.br/produto/1787707965?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6136624509c351890dfdfad2&buyboxToken=smartbuybox-acom-v2-c3504e49-cd0c-4799-9a95-308511183e42-2021-10-12 17:22:02-0300
"Smartphone Zenfone Go Dual Chip Android 5.1 Tela 4,5'' 8GB 3G Câmera 5MP- Preto",12.0,"625,00",https://www.americanas.com.br/produto/126998363?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143a6c109c351890d109743
Smartphone Multilaser E Lite NB763 16GB 512MB RAM Dual Preto,0.0,"745,00",https://www.americanas.com.br/produto/2067293717?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a7f4ba52131c3c81f1d8ba
Usado: Smartphone LG K12 Prime LMX525 64GB 3GB ram Câmera Traseira 16MP E Frontal 13MP - Muito bom,0.0,"817,91",https://www.americanas.com.br/produto/3894689651?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613ba86409c351890da0e256
Smartphone Motorola Moto E6S 4G 64GB - Azul Navy - XT2053-2,0.0,"1.099,00",https://www.americanas.com.br/produto/1985878221?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6124fb4509c351890d63f717&buyboxToken=smartbuybox-acom-v2-7ec57772-bf7c-44a9-89bb-6ee73efd8f25-2021-10-12 17:22:02-0300
Smartphone Motorola Moto E4 Plus 16gb 2gb - Azul Metálico,0.0,"798,99",https://www.americanas.com.br/produto/2833960241?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6153eab909c351890daef4a5
smartphone lg g8s thinq branco tela 6.2 oled 128gb 6gb de ram camera tripla 12mp 13mp e 12mp,3.0,"5.835,85",https://www.americanas.com.br/produto/1495305420?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606464a70c07044266ffecc0
Smartphone Xiaomi Redmi Note 10 5G 4GB ram 64GB Versão Global,0.0,"1.611,00",https://www.americanas.com.br/produto/4031143320?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154abbf09c351890d340218
Reembalado: Smartphone Asus Zenfone Max Plus M2 ZB634KL 32GB 3GB ram Câmera Traseira Dupla - Excelente,0.0,"719,20",https://www.americanas.com.br/produto/3678880881?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610d617752131c3c81de9bd5
"Celular multilaser zapp 2,4 polegadas 3G 512MB preto P9098",0.0,"289,90",https://www.americanas.com.br/produto/3176928152?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610ade7152131c3c81edfd09&buyboxToken=smartbuybox-acom-v2-34fda5da-a4e6-4768-8c1d-6b2be72cfaf9-2021-10-12 17:22:02-0300
Kit Gamer Mobilador Para Celular Com Teclado + Mouse Óptico Com Suporte Celular Tripé,0.0,"119,90",https://www.americanas.com.br/produto/3940394492?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6147f71809c351890d822fae
Smartphone Positivo Twist Se S545 2GB Ram 5.7 Pol 32GB Octa-Core Grafite,1.0,"719,90",https://www.americanas.com.br/produto/3234476941?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608ad1c252131c3c81ee05b6&buyboxToken=smartbuybox-acom-v2-7bdacf13-190c-4bba-b60a-11acba6797b2-2021-10-12 17:22:02-0300
"Combo Smartphone G Max 2 64G Tela 6,5 Câm Tripla Preto e Suporte Ring Light Premium de Chão 10 Pol - P9156K",0.0,"992,63",https://www.americanas.com.br/produto/3824971977?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612d496409c351890d4eee3b
Celular Samsung Galaxy M02 32GB / 3GB Dual Sim Tela 6'5 Azul,0.0,"895,00",https://www.americanas.com.br/produto/3318621421?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60efed2352131c3c81006f19&buyboxToken=smartbuybox-acom-v2-f13f4e3c-2b33-40d5-8c3a-d0fce9adc87f-2021-10-12 17:22:02-0300
"Smartphone Philco PCS02P 64GB Hit Plus Preto – 4G 4GB RAM 6” HD+, IPS Câmera dupla 12MP AF+12MP Selfie 8MP",0.0,"1.099,90",https://www.americanas.com.br/produto/2119334614?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f7323f31b186381b511cbaf&buyboxToken=smartbuybox-acom-v2-3c842c19-20f9-453e-b231-735a92325f18-2021-10-12 17:22:02-0300
"Smartphone Alcatel PIXI4 5"" Metallic Dual Chip Android 6.0 Tela 5"" 8GB + 16GB (cartão SD) 4G Câmera 8MP Selfie 5MP Flash Frontal + 4 Capas Metálicas - Prata",27.0,"529,99",https://www.americanas.com.br/produto/127041635?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61438a5d09c351890d6d7ab4
"Smartphone Samsung Galaxy S III Neo Duos Dual Chip Desbloqueado Android 4.3 Tela 4.1"" 16GB 3G Wi-Fi Câmera 8MP - Grafite",59.0,"915,00",https://www.americanas.com.br/produto/119205530?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61437c5e09c351890d1b4f4c&buyboxToken=smartbuybox-acom-v2-57ca5129-45ab-4661-a425-b0a1cfc6c90f-2021-10-12 17:22:02-0300
Usado: Smartphone Samsung Galaxy A70 A705MN 128GB 6GB ram - Muito bom,0.0,"1.343,01",https://www.americanas.com.br/produto/4050377957?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615739bd09c351890d0b52aa
Smartphone Xiaomi Redmi 9c 64gb 3gb Ram Global Azul,0.0,"1.217,62",https://www.americanas.com.br/produto/3623820275?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615e4d9109c351890de80c04
"Smartphone Positivo Twist 4 1Gb Ram 5,5 Black Piano",0.0,"699,00",https://www.americanas.com.br/produto/3568177790?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61201ce709c351890dffb589&buyboxToken=smartbuybox-acom-v2-ff30c5e2-7d56-4a76-8591-50b95ac887ee-2021-10-12 17:22:02-0300
"Celular Samsung Win Duos 2 TV sm G360, Android 4.4, Quad Core 1.2 Ghz, 3G/4G, bluetooth e Wi - Fi",4.0,"30,98",https://www.americanas.com.br/produto/23170394?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107f49a52131c3c81dfa674&buyboxToken=smartbuybox-acom-v2-99a9b26f-f76d-44a8-9c39-69a9eee8223b-2021-10-12 17:22:02-0300
Smartphone Tecno SPARK 6 Go (2GB RAM / 32GB ROM),0.0,"945,00",https://www.americanas.com.br/produto/2757787440?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fff1bf10c070442662c280a&buyboxToken=smartbuybox-acom-v2-96fb2d7c-4190-40d2-bb6b-bc14720501b0-2021-10-12 17:22:02-0300
"Smartphone Multilaser G Max 2 128GB 4GB Tela 6,5 Preto - P9158",0.0,"1.007,04",https://www.americanas.com.br/produto/3816088771?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144ee5609c351890dc849de&buyboxToken=smartbuybox-acom-v2-d86239c6-f298-406d-9315-a8a19640037c-2021-10-12 17:22:02-0300
"Smartphone LG K22 Tela 6,2 32gb 2gb Ram Android Vermelho",0.0,"969,00",https://www.americanas.com.br/produto/2611817714?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61412a4109c351890de868d1
Phone strap cordinha de celular de miçangas personalizado smile coração frutinhas colorido salva celular,0.0,"39,90",https://www.americanas.com.br/produto/3434878611?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60ce4c2e52131c3c81cb8b80
Celular Multilaser Vita com Base Preto - P9121,3.0,"154,90",https://www.americanas.com.br/produto/1787707965?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6136624509c351890dfdfad2&buyboxToken=smartbuybox-acom-v2-b5496ac2-58f4-4c64-9b0a-541e609e08e6-2021-10-12 17:22:59-0300
"Smartphone Zenfone Go Dual Chip Android 5.1 Tela 4,5'' 8GB 3G Câmera 5MP- Preto",12.0,"625,00",https://www.americanas.com.br/produto/126998363?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143a6c109c351890d109743
Smartphone Multilaser E Lite NB763 16GB 512MB RAM Dual Preto,0.0,"745,00",https://www.americanas.com.br/produto/2067293717?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a7f4ba52131c3c81f1d8ba
Usado: Smartphone LG K12 Prime LMX525 64GB 3GB ram Câmera Traseira 16MP E Frontal 13MP - Muito bom,0.0,"817,91",https://www.americanas.com.br/produto/3894689651?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=613ba86409c351890da0e256
Smartphone Motorola Moto E6S 4G 64GB - Azul Navy - XT2053-2,0.0,"999,00",https://www.americanas.com.br/produto/1985878221?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6124fbaf09c351890d64c5a7
Smartphone Motorola Moto E4 Plus 16gb 2gb - Azul Metálico,0.0,"798,99",https://www.americanas.com.br/produto/2833960241?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6153eab909c351890daef4a5
smartphone lg g8s thinq branco tela 6.2 oled 128gb 6gb de ram camera tripla 12mp 13mp e 12mp,3.0,"5.835,85",https://www.americanas.com.br/produto/1495305420?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=606464a70c07044266ffecc0
Smartphone Xiaomi Redmi Note 10 5G 4GB ram 64GB Versão Global,0.0,"1.611,00",https://www.americanas.com.br/produto/4031143320?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6154abbf09c351890d340218
Reembalado: Smartphone Asus Zenfone Max Plus M2 ZB634KL 32GB 3GB ram Câmera Traseira Dupla - Excelente,0.0,"719,20",https://www.americanas.com.br/produto/3678880881?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=610d617752131c3c81de9bd5
"Celular multilaser zapp 2,4 polegadas 3G 512MB preto P9098",0.0,"243,45",https://www.americanas.com.br/produto/3176928152?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615ccc6d09c351890d1c3456&buyboxToken=smartbuybox-acom-v2-679afc99-b18c-49bc-98dd-8fcec7942c42-2021-10-12 17:22:59-0300
Kit Gamer Mobilador Para Celular Com Teclado + Mouse Óptico Com Suporte Celular Tripé,0.0,"119,90",https://www.americanas.com.br/produto/3940394492?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6147f71809c351890d822fae
Smartphone Positivo Twist Se S545 2GB Ram 5.7 Pol 32GB Octa-Core Grafite,1.0,"719,90",https://www.americanas.com.br/produto/3234476941?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=608ad1c252131c3c81ee05b6&buyboxToken=smartbuybox-acom-v2-b45cb30b-cc9f-46da-ae38-fdd6a4afced1-2021-10-12 17:23:00-0300
"Combo Smartphone G Max 2 64G Tela 6,5 Câm Tripla Preto e Suporte Ring Light Premium de Chão 10 Pol - P9156K",0.0,"992,63",https://www.americanas.com.br/produto/3824971977?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=612d496409c351890d4eee3b
Celular Samsung Galaxy M02 32GB / 3GB Dual Sim Tela 6'5 Azul,0.0,"895,00",https://www.americanas.com.br/produto/3318621421?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60efed2352131c3c81006f19&buyboxToken=smartbuybox-acom-v2-5d11a7e3-ba60-4621-a9e4-d3d5462cb4c9-2021-10-12 17:23:00-0300
"Smartphone Philco PCS02P 64GB Hit Plus Preto – 4G 4GB RAM 6” HD+, IPS Câmera dupla 12MP AF+12MP Selfie 8MP",0.0,"1.099,90",https://www.americanas.com.br/produto/2119334614?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f7323f31b186381b511cbaf&buyboxToken=smartbuybox-acom-v2-b83b9ce7-4113-467d-a903-b627f97831c1-2021-10-12 17:21:56-0300
"Smartphone Alcatel PIXI4 5"" Metallic Dual Chip Android 6.0 Tela 5"" 8GB + 16GB (cartão SD) 4G Câmera 8MP Selfie 5MP Flash Frontal + 4 Capas Metálicas - Prata",27.0,"529,99",https://www.americanas.com.br/produto/127041635?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61438a5d09c351890d6d7ab4
"Smartphone Samsung Galaxy S III Neo Duos Dual Chip Desbloqueado Android 4.3 Tela 4.1"" 16GB 3G Wi-Fi Câmera 8MP - Grafite",59.0,"915,00",https://www.americanas.com.br/produto/119205530?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61437c5e09c351890d1b4f4c&buyboxToken=smartbuybox-acom-v2-8391f477-2791-479e-8ab1-e60252443bca-2021-10-12 17:22:29-0300
Usado: Smartphone Samsung Galaxy A70 A705MN 128GB 6GB ram - Muito bom,0.0,"1.343,01",https://www.americanas.com.br/produto/4050377957?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615739bd09c351890d0b52aa
Smartphone Xiaomi Redmi 9c 64gb 3gb Ram Global Azul,0.0,"1.217,62",https://www.americanas.com.br/produto/3623820275?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615e4d9109c351890de80c04
"Smartphone Positivo Twist 4 1Gb Ram 5,5 Black Piano",0.0,"699,00",https://www.americanas.com.br/produto/3568177790?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61201ce709c351890dffb589&buyboxToken=smartbuybox-acom-v2-c0a5a029-87a6-493b-924e-c2e3f6826836-2021-10-12 17:22:29-0300
"Celular Samsung Win Duos 2 TV sm G360, Android 4.4, Quad Core 1.2 Ghz, 3G/4G, bluetooth e Wi - Fi",4.0,"30,98",https://www.americanas.com.br/produto/23170394?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6107f49a52131c3c81dfa674&buyboxToken=smartbuybox-acom-v2-dbd21202-b118-469c-b12d-a3f7c1237392-2021-10-12 17:22:29-0300
Smartphone Tecno SPARK 6 Go (2GB RAM / 32GB ROM),0.0,"945,00",https://www.americanas.com.br/produto/2757787440?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fff1bf10c070442662c280a&buyboxToken=smartbuybox-acom-v2-e051aa37-70ec-4ede-ac35-27b7b801e60b-2021-10-12 17:22:29-0300
"Smartphone Multilaser G Max 2 128GB 4GB Tela 6,5 Preto - P9158",0.0,"1.007,04",https://www.americanas.com.br/produto/3816088771?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6144ee5609c351890dc849de&buyboxToken=smartbuybox-acom-v2-d10e680a-0665-426c-a1aa-fb551e305ec4-2021-10-12 17:23:00-0300
"Smartphone LG K22 Tela 6,2 32gb 2gb Ram Android Vermelho",0.0,"969,00",https://www.americanas.com.br/produto/2611817714?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61412a4109c351890de868d1
Phone strap cordinha de celular de miçangas personalizado smile coração frutinhas colorido salva celular,0.0,"39,90",https://www.americanas.com.br/produto/3434878611?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60ce4c2e52131c3c81cb8b80
"Reembalado: Smartphone Samsung Galaxy A31 A315G 128GB, 4GB ram, Câmera Traseira Quadrupla Azul Excelente",0.0,"1.245,11",https://www.americanas.com.br/produto/2704757722?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61531ab209c351890d9a811b
Usado: Smartphone Lg Lm-x410 Smartphone K11 Plus 32gb Dual Azul- Excelente,0.0,"631,01",https://www.americanas.com.br/produto/2698278839?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61576ea409c351890dd31d8a
"Smartphone Nokia 1.4 NK029 64GB 2GB RAM 4G Wi-Fi Dual Chip Câm. Dupla + Selfie 5MP 6.5"" HD+ Azul",0.0,"827,10",https://www.americanas.com.br/produto/3566951681?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6142170b09c351890d0c0693
"Smartphone Samsung Galaxy Young 2 Duos Desbloqueado Android 4.4 Tela 3.5"" 4GB 3G Wi-Fi Câmera 3MP - Branco",7.0,"500,00",https://www.americanas.com.br/produto/120245766?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143990009c351890dc37733
Smartphone Samsung Galaxy A03s 64GB 4G Dual Chip o. c. - Vermelho,0.0,"999,00",https://www.americanas.com.br/produto/4083357047?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615f057d09c351890db5ed88
Celular Positivo Feature Phone P-28-B-I Dual,0.0,"179,10",https://www.americanas.com.br/produto/2606654922?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fe0f9450c07044266af27fc&buyboxToken=smartbuybox-acom-v2-1382bcd1-335c-4947-be2c-6a6665bd06dd-2021-10-12 17:22:29-0300
Celular Blu A120 3g Dual chip Com Entrada Para Antena Rural,0.0,"239,90",https://www.americanas.com.br/produto/2781181430?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60079af40c07044266dddf3a&buyboxToken=smartbuybox-acom-v2-fda36efb-683a-44ea-a311-7e0f3a180ee3-2021-10-12 17:22:29-0300
Celular Samsung Keystone 2 Gt-e1205y Preto Original,0.0,"168,36",https://www.americanas.com.br/produto/3055366771?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60a5287652131c3c81e509d9&buyboxToken=smartbuybox-acom-v2-af1bfe4c-23db-4210-a23e-9dbe3ce3e75f-2021-10-12 17:23:00-0300
"Smartphone Samsung Galaxy S5 Duos New, 16GB, 16MP, Tela 5.1', - G903M",0.0,"999,00",https://www.americanas.com.br/produto/3394259508?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60c363c952131c3c811399bc
Celular blu Z5 Z212 Dual sim Tela de 1.8 com Câmera vga e Rádio fm - Preto,2.0,"139,90",https://www.americanas.com.br/produto/1231486861?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5e3427a71729c3bbf179cfb7&buyboxToken=smartbuybox-acom-v2-e8e3e5b5-f9ea-43eb-be66-794533bad9fc-2021-10-12 17:23:00-0300
"Smartphone Positivo Twist 3 Pro S533 64GB Android Oreo Go Tela 5,7” Câmera 8MP Dual Sim 3G – Grafite",0.0,"559,00",https://www.americanas.com.br/produto/2752519198?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6142407109c351890d723932&buyboxToken=smartbuybox-acom-v2-e932ede2-8d44-4065-aa32-7e78071c3513-2021-10-12 17:23:00-0300
"Smartphone LG D410 L90 Dual Chip Desbloqueado Android 4.4 Kit Kat Tela 4.7"" 8GB 3G Wi-Fi Câmera 8MP - Branco",68.0,"689,00",https://www.americanas.com.br/produto/119330656?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61438abb09c351890d6f9fe2&buyboxToken=smartbuybox-acom-v2-c47b61cb-3049-49bd-a0ce-d45f8799af3c-2021-10-12 17:23:00-0300
Smartphone TCL L5 16GB 4G Quad Core Tela 5` Câm 8MP Dual Chip Preto,0.0,"715,59",https://www.americanas.com.br/produto/3885523262?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614e21e309c351890d5e0ef8&buyboxToken=smartbuybox-acom-v2-98ee16b0-94ed-411a-80d0-4eb1348b73b9-2021-10-12 17:22:29-0300
Smartphone ASUS Zenfone Max Pro (M2) 6GB/64GB Black Saphire,0.0,"1.199,00",https://www.americanas.com.br/produto/3925098855?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6143a15609c351890df158c1
Smartphone Tecno SPARK 6 (4GB RAM / 64GB ROM),2.0,"1.249,00",https://www.americanas.com.br/produto/2753184861?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5ffcee9b0c0704426618fea8
Smartphone Samsung Galaxy M12 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4RAM Câmera Quádrupla 48MP + 5MP + 2MP + 2MP + Selfie 8MP - Azul,0.0,"1.439,90",https://www.americanas.com.br/produto/4050322850?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615737bc09c351890d00e78d
Smartphone Asus Zenfone 8 128GB 8GB Ram Tela 5.9 pol.,0.0,"6.080,82",https://www.americanas.com.br/produto/4044685371?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=61560f5c09c351890df7231d
"Smartphone Semp Go!5c, Preto, Tela 5"", 4G+Wi-Fi, Android 8.1, Câmera Traseira 8MP e Frontal 5MP, 16G",7.0,"1.357,55",https://www.americanas.com.br/produto/1488234272?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5f8742c01b186381b52a948f
"Smartphone Nokia 2.4 64GB 3GB RAM Câmera Dupla 13/2MP Tela 6,5"" - Roxo",0.0,"999,00",https://www.americanas.com.br/produto/3383928171?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60f8395452131c3c81831fa9&buyboxToken=smartbuybox-acom-v2-5724f19e-d705-4b55-a30d-32a4bebebef1-2021-10-12 17:23:00-0300
Gatilho L1 R1 S02 Para Celular Pubg Free Fire Cod,0.0,"35,00",https://www.americanas.com.br/produto/2901578416?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=602938bc0c070442669a5eb8
"Smartphone Samsung Galaxy A32, 6,4, 128GB, Octa-Core, Câmera Quádrupla - Preto",0.0,"1.799,90",https://www.americanas.com.br/produto/3633927674?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=611c273a09c351890daea5f6&buyboxToken=smartbuybox-acom-v2-041e9100-3ba5-4659-ad85-76a0e360b1dd-2021-10-12 17:22:29-0300
Smartphone Xiaomi Redmi 9c Azul Xiaomi,0.0,"1.557,25",https://www.americanas.com.br/produto/2639647016?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=5fd43fad0c070442665a3cb5
"Semi novo: Smartphone Asus Zenfone 2, 16GB, 13MP, Tela 5.5', - ZE551",0.0,"899,00",https://www.americanas.com.br/produto/3501667727?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e3607452131c3c810afa7e
Smartphone OnePlus 9 Pro 256gb 12gb Ram Tela 6.7 le2120,0.0,"7.702,80",https://www.americanas.com.br/produto/3804472572?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6127914a09c351890da5378a
Smartphone Multilaser E Lite Preto NB763,5.0,"429,00",https://www.americanas.com.br/produto/1854216403?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=6128f6ab09c351890d367244
Smartphone Realme C11 32GB + 2 ram (prata),0.0,"1.079,00",https://www.americanas.com.br/produto/3463608910?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60d6a46352131c3c81a44962&buyboxToken=smartbuybox-acom-v2-0e5eb2d0-66ef-4a36-9453-0b6808183547-2021-10-12 17:23:00-0300
Smartphone Samsung Galaxy A32 4G 128GB 4GB ram Tela de 6.4'' Violeta SM-A325M/DS,0.0,"1.599,00",https://www.americanas.com.br/produto/4083118652?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=615ef6d809c351890d7e5a10
"Semi novo: Smartphone Asus Zenfone Selfie, 32GB, 13MP, Tela 5.5', - ZD551KL-6G198WW",0.0,"899,00",https://www.americanas.com.br/produto/3501804411?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=60e36ded52131c3c811dae2b
Smartphone Oppo Find X3 Pro 5G 256gb 12gb Ram Tela 6.7 pol.,0.0,"8.478,63",https://www.americanas.com.br/produto/3918812820?pfm_carac=smartphone&pfm_page=search&pfm_pos=grid&pfm_type=search_page&offerId=614238cd09c351890d5ea5e9
